Word,Pinyin,Translation,Sentence,Sentence Pinyin,Sentence Translation
打,dǎ,"to hit, to beat, to play",他打了玻璃。,Tā dǎle bōli.,He shattered the glass.
日,rì,"sun, day",日落了。,Rì luò le.,The sun went down.
日,rì,"sun, day",我的生日是五月五日。,Wǒ de shēngrì shì wǔyuè wǔrì.,My birthday is May 5th.
你们,nǐmen,you (plural),你们喜欢打球吗？,Nǐmen xǐhuan dǎqiú ma?,Do you like playing ball?
你们,nǐmen,you (plural),这是给你们的书。,Zhè shì gěi nǐmen de shū.,This book is for you.
种,zhǒng,"seed, species; counter for kinds and types",今年玉米种的价格比去年偏高。,Jīnnián yùmǐ zhǒng de jiàgé bǐ qùnián piān gāo.,The price of corn seed this year is a bit high compared to last year.
种,zhǒng,"seed, species; counter for kinds and types",这种小吃很有名。,Zhè zhǒng xiǎochī hěn yǒumíng.,This snack is well known.
比,bǐ,to compare; than,我比你胖。,Wǒ bǐ nǐ pàng.,I'm fatter than you.
比,bǐ,to compare; than,他比你成绩好。,Tā bǐ nǐ chéngjì hǎo.,His grades are better than yours.
把,bǎ,direct object particle; counter for objects with handles,这儿有一把椅子。,Zhèr yǒu yì bǎ yǐzi.,There is a chair here.
把,bǎ,direct object particle; counter for objects with handles,我把工作做完了。,Wǒ bǎ gōngzuò zuòwán le.,I finished the work.
向,xiàng,"to face, to turn toward; towards, to",这间房子向东。,Zhè jiān fángzi xiàng dōng.,This house faces east.
向,xiàng,"to face, to turn toward; towards, to",他向我走过来。,Tā xiàng wǒ zǒu guòlai.,He's walking towards me.
电影,diànyǐng,"film, movie",我去看电影了。,Wǒ qù kàn diànyǐng le.,I went to see a movie.
电影,diànyǐng,"film, movie",这部电影很好笑。,Zhè bù diànyǐng hěn hǎoxiào.,This movie is very funny.
外,wài,"outside, exterior",她站在窗边向外看着。,Tā zhàn zài chuāngbiān xiàng wài kànzhe.,She stood by the window looking outside.
外,wài,"outside, exterior",他站在门外。,Tā zhàn zài mén wài.,He's standing outside the gate.
后,hòu,"back, rear, behind; later, last",门后有人。,Ménhòu yǒu rén.,There are people behind the gate.
后,hòu,"back, rear, behind; later, last",我在屋后。,Wǒ zài wū hòu.,I'm behind the house.
里,lǐ,inside,花园里有一只猫。,Huāyuán lǐ yǒu yì zhī māo.,There's a cat in the garden.
里,lǐ,inside,请往里走。,Qǐng wǎng lǐ zǒu.,Please go inside.
中心,zhōngxīn,"center, heart",我住在市中心。,Wǒ zhù zài shì zhōngxīn.,I live in the downtown area.
中心,zhōngxīn,"center, heart",那里是商业中心。,Nàlǐ shì shāngyè zhōngxīn.,That's a commercial center over there.
女人,nǚrén,woman,这个女人很幽默。,Zhège nǚrén hěn yōumò.,This woman is humorous.
女人,nǚrén,woman,那个女人我认识。,Nàge nǚrén wǒ rènshi.,I know that woman.
下,xià,"to get off; below, next; verb complement indicating movement downwards or completion",请在下一站下车。,Qǐng zài xià yí zhàn xiàchē.,Please get off at the next station.
下,xià,"to get off; below, next; verb complement indicating movement downwards or completion",在困难的条件下他们完成了任务。,Zài kùnnan de tiáojiàn xià tāmen wánchéngle rènwu.,They accomplished their mission under difficult conditions.
哪里,nǎli,"where, wherever, by no means",你家在哪里？,Nǐ jiā zài nǎli?,Where is your house?
哪里,nǎli,"where, wherever, by no means",这里是哪里？,Zhèlǐ shì nǎli?,Where is this?
怎么样,zěnmeyàng,"how, how are things?",这件衣服怎么样？,Zhè jiàn yīfu zěnmeyàng?,How do you like this dress?
怎么样,zěnmeyàng,"how, how are things?",你觉得怎么样？,Nǐ juéde zěnmeyàng?,What do you think?
主要,zhǔyào,"main, major",这是城市的主要街道。,Zhè shì chéngshì de zhǔyào jiēdào.,This is the main road through the city.
主要,zhǔyào,"main, major",工作的主要内容是什么？,Gōngzuò de zhǔyào nèiróng shì shénme?,What's the main focus of this work?
新闻,xīnwén,news,他在看电视新闻。,Tā zài kàn diànshì xīnwén.,He's watching the news on television.
新闻,xīnwén,news,今天没什么新闻。,Jīntiān méi shénme xīnwén.,There's no news today.
爱,ài,"to love, to like, to be fond of",我爱我的家人。,Wǒ ài wǒ de jiārén.,I love my family.
爱,ài,"to love, to like, to be fond of",他爱做运动。,Tā ài zuò yùndòng.,He loves exercising.
就,jiù,"then, at once, as soon as",他一上车，车就开了。,"Tā yí shàngchē, chē jiù kāi le.",The bus left as soon as he got on.
就,jiù,"then, at once, as soon as",我就要到了。,Wǒ jiùyào dào le.,I'm just about there.
买,mǎi,"to buy, to purchase",他买了一瓶饮料。,Tā mǎile yì píng yǐnliào.,He bought a bottle of something to drink.
买,mǎi,"to buy, to purchase",我买了一台电脑。,Wǒ mǎile yì tái diànnǎo.,I bought a computer.
更,gèng,"more, even more",我更喜欢看书。,Wǒ gèng xǐhuan kànshū.,I like reading books even more.
更,gèng,"more, even more",今天更冷了。,Jīntiān gèng lěng le.,It got much colder today.
再,zài,"again, and then",请你再说一遍。,Qǐng nǐ zài shuō yí biàn.,Can you please say it again.
再,zài,"again, and then",先看书，再吃午饭。,"Xiān kànshū, zài chī wǔfàn.",First I read a book and then I had lunch.
男人,nánrén,man,男人都喜欢喝酒。,Nánrén dōu xǐhuan hējiǔ.,All men like drinking.
男人,nánrén,man,门口有一个男人。,Ménkǒu yǒu yī gè nánrén.,There's a man at the door.
非常,fēicháng,"very, extremely",他工作非常努力。,Tā gōngzuò fēicháng nǔlì.,He works extremely hard.
非常,fēicháng,"very, extremely",孩子们玩得非常高兴。,Háizimen wán de fēicháng gāoxìng.,The children were extremely happy playing.
文化,wénhuà,"culture, civilization, education",他很有文化。,Tā hěn yǒu wénhuà.,He's very well-cultured.
文化,wénhuà,"culture, civilization, education",这个地方的文化很特别。,Zhège dìfāng de wénhuà hěn tèbié.,The culture of this area is very special.
告诉,gàosu,"to tell, to inform",请告诉我答案。,Qǐng gàosu wǒ dá'àn.,Please tell me the answer.
告诉,gàosu,"to tell, to inform",我应该告诉谁？,Wǒ yīnggāi gàosu shuí?,Whom should I tell?
孩子,háizi,"child, son, daughter",那个孩子在写作业。,Nàge háizi zài xiě zuòyè.,The child is doing his homework.
孩子,háizi,"child, son, daughter",这是我的孩子。,Zhè shì wǒ de háizi.,This is my child.
问题,wèntí,"question, problem",这个问题很难。,Zhège wèntí hěn nán.,This problem is difficult.
问题,wèntí,"question, problem",汽车出问题了。,Qìchē chū wèntí le.,There's something wrong with the car.
那儿,nàr,"there, then",地铁直达那儿。,Dìtiě zhídá nàr.,The subway goes there directly.
那儿,nàr,"there, then",银行就在那儿。,Yínháng jiù zài nàr.,The bank is right over there.
使用,shǐyòng,to use,她能使用这台打印机。,Tā néng shǐyòng zhè tái dǎyìnjī.,She can use this printer.
使用,shǐyòng,to use,我不会使用这台机器。,Wǒ bú huì shǐyòng zhè tái jīqì.,I cannot use this machine.
合作,hézuò,"to cooperate, to work together; cooperation",我们合作完成了这个项目。,Wǒmen hézuò wánchéngle zhège xiàngmù.,We worked together to complete the project.
合作,hézuò,"to cooperate, to work together; cooperation",谢谢你们的合作！,Xièxie nǐmen de hézuò!,Thank you for your cooperation!
帮助,bāngzhù,"to help, to assist; help, assistance",他喜欢帮助别人。,Tā xǐhuan bāngzhù biérén.,He likes helping others.
帮助,bāngzhù,"to help, to assist; help, assistance",我需要你的帮助。,Wǒ xūyào nǐ de bāngzhù.,I need your help.
他们,tāmen,they,他们是工人。,Tāmen shì gōngrén.,They are laborers.
他们,tāmen,they,我认识他们。,Wǒ rènshi tāmen.,I know them.
介绍,jièshào,"to introduce, to recommend",他做了自我介绍。,Tā zuòle zìwǒ jièshào.,He introduced himself.
介绍,jièshào,"to introduce, to recommend",他为我介绍了这个城市。,Tā wèi wǒ jièshàole zhège chéngshì.,He introduced the city to me.
希望,xīwàng,"hope; to expect, to hope",没希望了。,Méi xīwàng le.,All hope is gone.
希望,xīwàng,"hope; to expect, to hope",我希望明天不下雨。,Wǒ xīwàng míngtiān bú xiàyǔ.,I hope it won't rain tomorrow.
已经,yǐjīng,already,我已经起床了。,Wǒ yǐjīng qǐchuáng le.,I'm already awake.
已经,yǐjīng,already,他已经准备好了。,Tā yǐjīng zhǔnbèi hǎo le.,He already completed preparations.
可能,kěnéng,possible; possibility; probably,他可能生病了。,Tā kěnéng shēngbìng le.,Maybe he got sick.
可能,kěnéng,possible; possibility; probably,她可能在教室里。,Tā kěnéng zài jiàoshì li.,She might be in the classroom.
最近,zuìjìn,"recent, in the near future",我最近很忙。,Wǒ zuìjìn hěn máng.,I'm very busy these days.
最近,zuìjìn,"recent, in the near future",她最近就要出国了。,Tā zuìjìn jiùyào chūguó le.,She will go abroad soon.
昨天,zuótiān,yesterday,昨天你去了哪里？,Zuótiān nǐ qùle nǎli?,Where did you go yesterday?
昨天,zuótiān,yesterday,昨天下了一天雨。,Zuótiān xiàle yì tiān yǔ.,It rained all day yesterday.
晚上,wǎnshang,evening,晚上我有事。,Wǎnshang wǒ yǒu shì.,I'm busy tonight.
晚上,wǎnshang,evening,我晚上要加班。,Wǒ wǎnshang yào jiābān.,I have to work overtime at night.
哪儿,nǎr,"where, how could",你在哪儿？,Nǐ zài nǎr?,Where are you?
哪儿,nǎr,"where, how could",这里是哪儿？,Zhèli shì nǎr?,Where are we?
自己,zìjǐ,oneself,这房间是我自己的。,Zhè fángjiān shì wǒ zìjǐ de.,This room is my own.
自己,zìjǐ,oneself,自己的事自己做。,Zìjǐ de shì zìjǐ zuò.,I can manage my own affairs.
这样,zhèyàng,"so, such, like this, this way",别走这样快。,Bié zǒu zhèyàng kuài.,Don't walk so quickly.
这样,zhèyàng,"so, such, like this, this way",我从来没见过这样的人。,Wǒ cónglái méi jiànguò zhèyàng de rén.,I've never met someone like this before.
电话,diànhuà,"telephone, phone call",我明天打电话给你。,Wǒ míngtiān dǎ diànhuà gěi nǐ.,I'll call you tomorrow.
电话,diànhuà,"telephone, phone call",刚才有你的电话。,Gāngcái yǒu nǐ de diànhuà.,You received a call a short while ago.
了解,liǎojiě,"to understand, to know, to find out",这个我了解了。,Zhège wǒ liǎojiě le.,I understood this.
了解,liǎojiě,"to understand, to know, to find out",妈妈很了解我。,Māma hěn liǎojiě wǒ.,My mother understands me very well.
让,ràng,"to yield, to give way, to make, to allow",我让他先走了。,Wǒ ràng tā xiān zǒu le.,I sent him on ahead of me.
让,ràng,"to yield, to give way, to make, to allow",我让给你。,Wǒ rànggěi nǐ.,I concede to you.
需要,xūyào,"to need, to require",病人需要休息。,Bìngrén xūyào xiūxi.,Sick people need rest.
需要,xūyào,"to need, to require",这里需要食物。,Zhèlǐ xūyào shíwù.,Food is needed here.
国际,guójì,international,我在看国际新闻。,Wǒ zài kàn guójì xīnwén.,I'm watching the international news.
国际,guójì,international,他要参加国际会议。,Tā yào cānjiā guójì huìyì.,He will participate in an international conference.
所有,suǒyǒu,all,所有人都笑了。,Suǒyǒu rén dōu xiào le.,Everyone laughed.
所有,suǒyǒu,all,这是他所有的钱。,Zhè shì tā suǒyǒu de qián.,This is all the money he has.
情况,qíngkuàng,"circumstances, situation",他的身体情况不好。,Tā de shēntǐ qíngkuàng bù hǎo.,He's not in good condition.
情况,qíngkuàng,"circumstances, situation",现在是什么情况？,Xiànzài shì shénme qíngkuàng?,What's the situation like now?
小时,xiǎoshí,hour,我工作了3小时。,Wǒ gōngzuòle sān xiǎoshí.,I worked for three hours.
小时,xiǎoshí,hour,一小时后见。,Yì xiǎoshí hòu jiàn.,We'll meet in an hour.
其他,qítā,"the others, the rest",还有其他事情吗？,Háiyǒu qítā shìqing ma?,Is there anything else?
其他,qítā,"the others, the rest",其他的客人都走了。,Qítā de kèren dōu zǒu le.,All the other guests have gone.
出,chū,"to go out, to come out, to produce; verb complement indicating movement or completion",我出去一下。,Wǒ chūqù yíxià.,I'm going out for a bit.
出,chū,"to go out, to come out, to produce; verb complement indicating movement or completion",她从房间里出来了。,Tā cóng fángjiān lǐ chūlái le.,She came out of her room.
叫,jiào,"to cry, to shout, to name, to order",请不要大声叫喊。,Qǐng búyào dà shēng jiàohǎn.,Please don't shout.
叫,jiào,"to cry, to shout, to name, to order",你叫什么名字？,Nǐ jiào shénme míngzi?,What's your name?
长,cháng,long,我很长时间没见他了。,Wǒ hěn cháng shíjiān méi jiàn tā le.,I haven't seen him in a long time.
长,cháng,long,这条路很长。,Zhè tiáo lù hěn cháng.,This road is very long.
两,liǎng,two,我有两部车。,Wǒ yǒu liǎng bù chē.,I have two cars.
两,liǎng,two,我买了两本书。,Wǒ mǎile liǎng běn shū.,I bought two books.
全部,quánbù,"whole, all",全部的人都到了。,Quánbù de rén dōu dào le.,All the members arrived.
全部,quánbù,"whole, all",他做完了全部的工作。,Tā zuòwánle quánbù de gōngzuò.,He finished all the work.
百,bǎi,hundred,他跑了一百米。,Tā pǎole yì bǎi mǐ.,He ran 100 meters.
百,bǎi,hundred,我花了一百元。,Wǒ huāle yì bǎi yuán.,I paid 100 yuan.
社会,shèhuì,society,社会很安定。,Shèhuì hěn āndìng.,Society is very stable.
社会,shèhuì,society,今天他成为社会的一员了。,Jīntiān tā chéngwéi shèhuì de yìyuán le.,Today he has become a member of society.
会议,huìyì,"meeting, conference",会议几点开始？,Huìyì jǐ diǎn kāishǐ?,What time does the meeting start?
会议,huìyì,"meeting, conference",我们都参加了这次会议。,Wǒmen dōu cānjiāle zhè cì huìyì.,We all attended the conference.
住,zhù,"to live, to stay; verbal complement indicating a stop",我住在学校里。,Wǒ zhù zài xuéxiào li.,I live on campus.
住,zhù,"to live, to stay; verbal complement indicating a stop",火车突然停住了。,Huǒchē tūrán tíngzhù le.,The train stopped suddenly.
中,zhōng,"in, among, in the course of, China",这项课题还在研究中。,Zhè xiàng kètí hái zài yánjiū zhōng.,The issue is still under review.
中,zhōng,"in, among, in the course of, China",把美好的回忆留在心中。,Bǎ měihǎo de huíyì liú zài xīnzhōng.,Hold your beautiful memories in your heart.
方面,fāngmiàn,"aspect, side",在学习方面他的成绩很好。,Zài xuéxí fāngmiàn tā de chéngjì hěn hǎo.,"Regarding his studies, his grades are very good."
方面,fāngmiàn,"aspect, side",他说了问题的两个方面。,Tā shuōle wèntí de liǎng gè fāngmiàn.,He talked about both sides of the problem.
以上,yǐshàng,"more than, above, the above",今天的气温在35度以上。,Jīntiān de qìwēn zài sānshíwǔ dù yǐshàng.,Today's temperature is above 35 degrees.
以上,yǐshàng,"more than, above, the above",以上的问题都明白了吗？,Yǐshàng de wèntí dōu míngbaile ma?,Do you understand all of the above questions?
